ordernumber,productline,quantityordered,dealsize,priceeach,sales,msrp,expsales,profit_loss,orderlinenumber,status,monthordered,dayordered,yearorders,qtr_id,productcode,customername,contactnames,phone,addressline1,city,country
10363,Motorcycles,43,Small,61.23,2632.89,69,2967,-334.11,14,Shipped,January,6,2005,1,S24_2360,Suominen Souveniers,Kalle Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland
10375,Motorcycles,20,Small,100,2000,69,1380,620,14,Shipped,February,3,2005,1,S24_2360,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10390,Motorcycles,35,Small,65.13,2279.55,69,2415,-135.45,4,Shipped,March,4,2005,1,S24_2360,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10403,Motorcycles,27,Small,79.65,2150.55,69,1863,287.55,4,Shipped,April,8,2005,2,S24_2360,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10110,Classic Cars,43,Medium,78.15,3360.45,90,3870,-509.55,11,Shipped,March,18,2003,1,S24_2766,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10124,Classic Cars,32,Small,72.7,2326.4,90,2880,-553.6,10,Shipped,May,21,2003,2,S24_2766,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10148,Classic Cars,21,Small,73.6,1545.6,90,1890,-344.4,4,Shipped,September,11,2003,3,S24_2766,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10161,Classic Cars,20,Small,100,2000,90,1800,200,3,Shipped,October,17,2003,4,S24_2766,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10172,Classic Cars,22,Small,74.51,1639.22,90,1980,-340.78,1,Shipped,November,5,2003,4,S24_2766,Gift Depot Inc.,Julie King,2035552570,25593 South Bay Ln.,Bridgewater,USA
10182,Classic Cars,36,Small,73.6,2649.6,90,3240,-590.4,14,Shipped,November,12,2003,4,S24_2766,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10192,Classic Cars,46,Medium,83.6,3845.6,90,4140,-294.4,2,Shipped,November,20,2003,4,S24_2766,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10204,Classic Cars,47,Medium,96.32,4527.04,90,4230,297.04,8,Shipped,December,2,2003,4,S24_2766,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10212,Classic Cars,45,Medium,88.14,3966.3,90,4050,-83.7,1,Shipped,January,16,2004,1,S24_2766,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10227,Classic Cars,47,Medium,88.14,4142.58,90,4230,-87.42,14,Shipped,March,2,2004,1,S24_2766,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10241,Classic Cars,47,Medium,94.5,4441.5,90,4230,211.5,6,Shipped,April,13,2004,2,S24_2766,Mini Caravy,Frederique Citeaux,88.60.1555,"24, place Kluber",Strasbourg,France
10267,Classic Cars,38,Medium,87.24,3315.12,90,3420,-104.88,3,Shipped,July,7,2004,3,S24_2766,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10279,Classic Cars,49,Medium,79.97,3918.53,90,4410,-491.47,3,Shipped,August,9,2004,3,S24_2766,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10288,Classic Cars,35,Small,80.87,2830.45,90,3150,-319.55,9,Shipped,September,1,2004,3,S24_2766,Handji Gifts& Co,Wendy Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore
10302,Classic Cars,49,Medium,100,4900,90,4410,490,5,Shipped,October,6,2003,4,S24_2766,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10311,Classic Cars,28,Small,93.6,2620.8,90,2520,100.8,4,Shipped,October,16,2004,4,S24_2766,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10321,Classic Cars,30,Small,72.7,2181,90,2700,-519,1,Shipped,November,4,2004,4,S24_2766,FunGiftIdeas.com,Violeta Benitez,5085552555,1785 First Street,New Bedford,USA
10332,Classic Cars,39,Medium,86.72,3382.08,90,3510,-127.92,7,Shipped,November,17,2004,4,S24_2766,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10346,Classic Cars,25,Small,100,2500,90,2250,250,1,Shipped,November,29,2004,4,S24_2766,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10368,Classic Cars,40,Medium,100,4000,90,3600,400,2,Shipped,January,19,2005,1,S24_2766,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10380,Classic Cars,36,Small,37.5,1350,90,3240,-1890,6,Shipped,February,16,2005,1,S24_2766,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10407,Classic Cars,76,Large,94.5,7182,90,6840,342,6,On Hold,April,22,2005,2,S24_2766,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10420,Classic Cars,39,Medium,100,3900,90,3510,390,9,In Process,May,29,2005,2,S24_2766,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10104,Classic Cars,44,Small,39.6,1742.4,35,1540,202.4,10,Shipped,January,31,2003,1,S24_2840,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10114,Classic Cars,24,Small,30.06,721.44,35,840,-118.56,1,Shipped,April,1,2003,2,S24_2840,"La Corne D'abondance, Co.",Marie Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,France
10127,Classic Cars,39,Small,38.19,1489.41,35,1365,124.41,12,Shipped,June,3,2003,2,S24_2840,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10141,Classic Cars,21,Small,42.43,891.03,35,735,156.03,6,Shipped,August,1,2003,3,S24_2840,Suominen Souveniers,Kalle Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland
10151,Classic Cars,30,Small,40.31,1209.3,35,1050,159.3,4,Shipped,September,21,2003,3,S24_2840,"Oulu Toy Supplies, Inc.",Pirkko Koskitalo,981-443655,Torikatu 38,Oulu,Finland
10165,Classic Cars,27,Small,31.82,859.14,35,945,-85.86,13,Shipped,October,22,2003,4,S24_2840,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10175,Classic Cars,37,Small,31.12,1151.44,35,1295,-143.56,2,Shipped,November,6,2003,4,S24_2840,"Stylish Desk Decors, Co.",Ann Brown,(171) 555-0297,35 King George,London,UK
10184,Classic Cars,42,Small,31.82,1336.44,35,1470,-133.56,7,Shipped,November,14,2003,4,S24_2840,"Iberia Gift Imports, Corp.",Jose Pedro Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,Spain
10195,Classic Cars,32,Small,28.29,905.28,35,1120,-214.72,7,Shipped,November,25,2003,4,S24_2840,Mini Classics,Steve Frick,9145554562,3758 North Pendale Street,White Plains,USA
10207,Classic Cars,42,Small,29.7,1247.4,35,1470,-222.6,8,Shipped,December,9,2003,4,S24_2840,Diecast Collectables,Valarie Franco,6175552555,6251 Ingle Ln.,Boston,USA
10219,Classic Cars,21,Small,40.31,846.51,35,735,111.51,3,Shipped,February,10,2004,1,S24_2840,Signal Collectibles Ltd.,Sue Taylor,4155554312,2793 Furth Circle,Brisbane,USA
10229,Classic Cars,33,Small,32.88,1085.04,35,1155,-69.96,2,Shipped,March,11,2004,1,S24_2840,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10246,Classic Cars,49,Small,36.07,1767.43,35,1715,52.43,6,Shipped,May,5,2004,2,S24_2840,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10259,Classic Cars,31,Small,33.24,1030.44,35,1085,-54.56,5,Shipped,June,15,2004,2,S24_2840,Handji Gifts& Co,Wendy Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore
10271,Classic Cars,38,Small,41.72,1585.36,35,1330,255.36,6,Shipped,July,20,2004,3,S24_2840,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10281,Classic Cars,20,Small,40.66,813.2,35,700,113.2,2,Shipped,August,19,2004,3,S24_2840,Diecast Classics Inc.,Kyung Yu,2155551555,7586 Pompton St.,Allentown,USA
10292,Classic Cars,39,Small,30.06,1172.34,35,1365,-192.66,9,Shipped,September,8,2004,3,S24_2840,Land of Toys Inc.,Kwai Yu,2125557818,897 Long Airport Avenue,NYC,USA
10305,Classic Cars,48,Small,31.47,1510.56,35,1680,-169.44,6,Shipped,October,13,2004,4,S24_2840,Marta's Replicas Co.,Marta Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,USA
10314,Classic Cars,39,Small,37.13,1448.07,35,1365,83.07,15,Shipped,October,22,2004,4,S24_2840,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10324,Classic Cars,30,Medium,100,3000,35,1050,1950,9,Shipped,November,5,2004,4,S24_2840,Vitachrome Inc.,Michael Frick,2125551500,2678 Kingston Rd.,NYC,USA
10335,Classic Cars,33,Small,37.13,1225.29,35,1155,70.29,2,Shipped,November,19,2004,4,S24_2840,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10349,Classic Cars,36,Small,37.13,1336.68,35,1260,76.68,3,Shipped,December,1,2004,4,S24_2840,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10358,Classic Cars,36,Small,82.94,2985.84,35,1260,1725.84,4,Shipped,December,10,2004,4,S24_2840,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10371,Classic Cars,45,Medium,100,4500,35,1575,2925,8,Shipped,January,23,2005,1,S24_2840,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10383,Classic Cars,40,Medium,100,4000,35,1400,2600,3,Shipped,February,22,2005,1,S24_2840,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10394,Classic Cars,46,Small,38.9,1789.4,35,1610,179.4,6,Shipped,March,15,2005,1,S24_2840,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10412,Classic Cars,30,Small,36.07,1082.1,35,1050,32.1,6,Shipped,May,3,2005,2,S24_2840,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10425,Classic Cars,31,Small,33.24,1030.44,35,1085,-54.56,5,In Process,May,31,2005,2,S24_2840,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10106,Planes,49,Medium,74.68,3659.32,68,3332,327.32,13,Shipped,February,17,2003,1,S24_2841,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10119,Planes,41,Small,59.6,2443.6,68,2788,-344.4,4,Shipped,April,28,2003,2,S24_2841,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10131,Planes,35,Small,67.14,2349.9,68,2380,-30.1,5,Shipped,June,16,2003,2,S24_2841,Gift Ideas Corp.,Dan Lewis,2035554407,2440 Pompton St.,Glendale,USA
10143,Planes,27,Small,60.97,1646.19,68,1836,-189.81,8,Shipped,August,10,2003,3,S24_2841,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10155,Planes,23,Small,72.62,1670.26,68,1564,106.26,6,Shipped,October,6,2003,4,S24_2841,"Toys of Finland, Co.",Matti Karttunen,90-224 8555,Keskuskatu 45,Helsinki,Finland
10167,Planes,21,Small,69.88,1467.48,68,1428,39.48,2,Cancelled,October,23,2003,4,S24_2841,Scandinavian Gift Ideas,Maria Larsson,0695-34 6555,?kergatan 24,Boras,Sweden
10178,Planes,34,Small,80.84,2748.56,68,2312,436.56,5,Shipped,November,8,2003,4,S24_2841,Alpha Cognac,Annette Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,France
10186,Planes,22,Small,69.2,1522.4,68,1496,26.4,2,Shipped,November,14,2003,4,S24_2841,"Double Decker Gift Stores, Ltd",Thomas Hardy,(171) 555-7555,120 Hanover Sq.,London,UK
10198,Planes,48,Medium,67.82,3255.36,68,3264,-8.64,5,Shipped,November,27,2003,4,S24_2841,Cruz & Sons Co.,Arnold Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
10209,Planes,43,Medium,82.21,3535.03,68,2924,611.03,1,Shipped,January,9,2004,1,S24_2841,"Men 'R' US Retailers, Ltd.",Michael Chandler,2155554369,6047 Douglas Av.,Los Angeles,USA
10222,Planes,32,Small,81.53,2608.96,68,2176,432.96,5,Shipped,February,19,2004,1,S24_2841,Collectable Mini Designs Co.,Valarie Thompson,7605558146,361 Furth Circle,San Diego,USA
10249,Planes,20,Small,67.82,1356.4,68,1360,-3.6,1,Shipped,May,8,2004,2,S24_2841,Cambridge Collectables Co.,Kyung Tseng,6175555555,4658 Baden Av.,Cambridge,USA
10262,Planes,24,Small,67.14,1611.36,68,1632,-20.64,10,Cancelled,June,24,2004,2,S24_2841,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10274,Planes,40,Small,65.08,2603.2,68,2720,-116.8,2,Shipped,July,21,2004,3,S24_2841,Collectables For Less Inc.,Allen Nelson,6175558555,7825 Douglas Av.,Brickhaven,USA
10284,Planes,30,Small,73.99,2219.7,68,2040,179.7,12,Shipped,August,21,2004,3,S24_2841,"Norway Gifts By Mail, Co.",Jan Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
10296,Planes,21,Small,71.25,1496.25,68,1428,68.25,8,Shipped,September,15,2004,3,S24_2841,"Bavarian Collectables Imports, Co.",Michael Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,Germany
10307,Planes,25,Small,75.36,1884,68,1700,184,2,Shipped,October,14,2004,4,S24_2841,"Classic Gift Ideas, Inc",Francisca Cervantes,2155554695,782 First Street,Philadelphia,USA
10316,Planes,34,Small,63.71,2166.14,68,2312,-145.86,10,Shipped,November,1,2004,4,S24_2841,giftsbymail.co.uk,Helen Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,UK
10328,Planes,48,Small,58.92,2828.16,68,3264,-435.84,1,Shipped,November,12,2004,4,S24_2841,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10339,Planes,55,Medium,100,5500,68,3740,1760,12,Shipped,November,23,2004,4,S24_2841,"Tokyo Collectables, Ltd",Akiko Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan
10351,Planes,25,Small,74.68,1867,68,1700,167,5,Shipped,December,3,2004,4,S24_2841,"Stylish Desk Decors, Co.",Ann Brown,(171) 555-0297,35 King George,London,UK
10373,Planes,38,Small,70.44,2676.72,68,2584,92.72,7,Shipped,January,31,2005,1,S24_2841,"Oulu Toy Supplies, Inc.",Pirkko Koskitalo,981-443655,Torikatu 38,Oulu,Finland
10386,Planes,39,Small,55.96,2182.44,68,2652,-469.56,1,Resolved,March,1,2005,1,S24_2841,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10398,Planes,28,Small,57.55,1611.4,68,1904,-292.6,3,Shipped,March,30,2005,1,S24_2841,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10400,Planes,24,Small,61.66,1479.84,68,1632,-152.16,2,Shipped,April,1,2005,2,S24_2841,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10415,Planes,21,Small,67.82,1424.22,68,1428,-3.78,1,Disputed,May,9,2005,2,S24_2841,"Australian Collectables, Ltd",Sean Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,Australia
10110,Classic Cars,46,Medium,100,4600,117,5382,-782,10,Shipped,March,18,2003,1,S24_2887,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10124,Classic Cars,25,Small,93.95,2348.75,117,2925,-576.25,9,Shipped,May,21,2003,2,S24_2887,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10148,Classic Cars,34,Medium,100,3400,117,3978,-578,3,Shipped,September,11,2003,3,S24_2887,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10161,Classic Cars,25,Small,100,2500,117,2925,-425,2,Shipped,October,17,2003,4,S24_2887,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10173,Classic Cars,23,Small,100,2300,117,2691,-391,16,Shipped,November,5,2003,4,S24_2887,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10182,Classic Cars,20,Small,100,2000,117,2340,-340,13,Shipped,November,12,2003,4,S24_2887,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10192,Classic Cars,23,Medium,100,2300,117,2691,-391,1,Shipped,November,20,2003,4,S24_2887,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10204,Classic Cars,42,Medium,100,4200,117,4914,-714,7,Shipped,December,2,2003,4,S24_2887,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10213,Classic Cars,27,Small,100,2700,117,3159,-459,3,Shipped,January,22,2004,1,S24_2887,"Double Decker Gift Stores, Ltd",Thomas Hardy,(171) 555-7555,120 Hanover Sq.,London,UK
10227,Classic Cars,33,Medium,100,3300,117,3861,-561,13,Shipped,March,2,2004,1,S24_2887,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10241,Classic Cars,28,Small,98.65,2762.2,117,3276,-513.8,5,Shipped,April,13,2004,2,S24_2887,Mini Caravy,Frederique Citeaux,88.60.1555,"24, place Kluber",Strasbourg,France
10267,Classic Cars,43,Medium,100,4300,117,5031,-731,2,Shipped,July,7,2004,3,S24_2887,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10279,Classic Cars,48,Medium,100,4800,117,5616,-816,2,Shipped,August,9,2004,3,S24_2887,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10288,Classic Cars,48,Medium,100,4800,117,5616,-816,8,Shipped,September,1,2004,3,S24_2887,Handji Gifts& Co,Wendy Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore
10302,Classic Cars,45,Medium,100,4500,117,5265,-765,4,Shipped,October,6,2003,4,S24_2887,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10311,Classic Cars,43,Medium,100,4300,117,5031,-731,3,Shipped,October,16,2004,4,S24_2887,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10332,Classic Cars,44,Small,42.26,1859.44,117,5148,-3288.56,11,Shipped,November,17,2004,4,S24_2887,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10346,Classic Cars,24,Small,87.24,2093.76,117,2808,-714.24,5,Shipped,November,29,2004,4,S24_2887,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10368,Classic Cars,31,Medium,100,3100,117,3627,-527,5,Shipped,January,19,2005,1,S24_2887,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10380,Classic Cars,44,Small,36.29,1596.76,117,5148,-3551.24,7,Shipped,February,16,2005,1,S24_2887,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10407,Classic Cars,59,Medium,98.65,5820.35,117,6903,-1082.65,5,On Hold,April,22,2005,2,S24_2887,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10420,Classic Cars,55,Medium,96.3,5296.5,117,6435,-1138.5,8,In Process,May,29,2005,2,S24_2887,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10109,Classic Cars,29,Small,32.1,930.9,37,1073,-142.1,6,Shipped,March,10,2003,1,S24_2972,Motor Mint Distributors Inc.,Rosa Hernandez,2155559857,11328 Douglas Av.,Philadelphia,USA
10122,Classic Cars,39,Small,30.96,1207.44,37,1443,-235.56,4,Shipped,May,8,2003,2,S24_2972,Marseille Mini Autos,Laurence Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,France
10135,Classic Cars,20,Small,35.87,717.4,37,740,-22.6,1,Shipped,July,2,2003,3,S24_2972,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10147,Classic Cars,25,Small,42.67,1066.75,37,925,141.75,1,Shipped,September,5,2003,3,S24_2972,Collectables For Less Inc.,Allen Nelson,6175558555,7825 Douglas Av.,Brickhaven,USA
10160,Classic Cars,42,Small,37,1554,37,1554,0,2,Shipped,October,11,2003,4,S24_2972,"Men 'R' US Retailers, Ltd.",Michael Chandler,2155554369,6047 Douglas Av.,Los Angeles,USA
10171,Classic Cars,36,Small,35.49,1277.64,37,1332,-54.36,4,Shipped,November,5,2003,4,S24_2972,Quebec Home Shopping Network,Jean Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,Canada
10181,Classic Cars,37,Small,42.67,1578.79,37,1369,209.79,8,Shipped,November,12,2003,4,S24_2972,Herkku Gifts,Veysel Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway
10192,Classic Cars,30,Small,30.59,917.7,37,1110,-192.3,13,Shipped,November,20,2003,4,S24_2972,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10203,Classic Cars,21,Small,37,777,37,777,0,2,Shipped,December,2,2003,4,S24_2972,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10212,Classic Cars,34,Small,43.42,1476.28,37,1258,218.28,12,Shipped,January,16,2004,1,S24_2972,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10225,Classic Cars,42,Small,36.63,1538.46,37,1554,-15.54,3,Shipped,February,22,2004,1,S24_2972,"Vida Sport, Ltd",Michael Holz,0897-034555,Grenzacherweg 237,Gensve,Switzerland
10239,Classic Cars,20,Small,44.56,891.2,37,740,151.2,2,Shipped,April,12,2004,2,S24_2972,"Oulu Toy Supplies, Inc.",Pirkko Koskitalo,981-443655,Torikatu 38,Oulu,Finland
10253,Classic Cars,40,Small,42.67,1706.8,37,1480,226.8,7,Cancelled,June,1,2004,2,S24_2972,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10266,Classic Cars,34,Small,40.4,1373.6,37,1258,115.6,8,Shipped,July,6,2004,3,S24_2972,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10278,Classic Cars,31,Small,38.89,1205.59,37,1147,58.59,8,Shipped,August,6,2004,3,S24_2972,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10287,Classic Cars,36,Small,39.65,1427.4,37,1332,95.4,6,Shipped,August,30,2004,3,S24_2972,"Vida Sport, Ltd",Michael Holz,0897-034555,Grenzacherweg 237,Gensve,Switzerland
10301,Classic Cars,48,Small,34.36,1649.28,37,1776,-126.72,10,Shipped,October,5,2003,4,S24_2972,"Norway Gifts By Mail, Co.",Jan Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
10310,Classic Cars,33,Small,41.91,1383.03,37,1221,162.03,4,Shipped,October,16,2004,4,S24_2972,"Toms Spezialitten, Ltd",Henriette Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,Germany
10321,Classic Cars,37,Small,33.23,1229.51,37,1369,-139.49,12,Shipped,November,4,2004,4,S24_2972,FunGiftIdeas.com,Violeta Benitez,5085552555,1785 First Street,New Bedford,USA
10331,Classic Cars,27,Small,42.24,1140.48,37,999,141.48,13,Shipped,November,17,2004,4,S24_2972,Motor Mint Distributors Inc.,Rosa Hernandez,2155559857,11328 Douglas Av.,Philadelphia,USA
10342,Classic Cars,39,Small,40.4,1575.6,37,1443,132.6,9,Shipped,November,24,2004,4,S24_2972,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10355,Classic Cars,36,Small,38.52,1386.72,37,1332,54.72,4,Shipped,December,7,2004,4,S24_2972,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10367,Classic Cars,36,Medium,100,3600,37,1332,2268,2,Resolved,January,12,2005,1,S24_2972,Toys4GrownUps.com,Julie Young,6265557265,78934 Hillside Dr.,Pasadena,USA
10378,Classic Cars,41,Medium,100,4100,37,1517,2583,7,Shipped,February,10,2005,1,S24_2972,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10390,Classic Cars,37,Medium,100,3700,37,1369,2331,5,Shipped,March,4,2005,1,S24_2972,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10405,Classic Cars,47,Small,44.56,2094.32,37,1739,355.32,2,Shipped,April,14,2005,2,S24_2972,Mini Caravy,Frederique Citeaux,88.60.1555,"24, place Kluber",Strasbourg,France
10419,Classic Cars,15,Small,42.67,640.05,37,555,85.05,7,Shipped,May,17,2005,2,S24_2972,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10105,Vintage Cars,44,Medium,72.58,3193.52,88,3872,-678.48,4,Shipped,February,11,2003,1,S24_3151,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10119,Vintage Cars,35,Medium,87.62,3066.7,88,3080,-13.3,13,Shipped,April,28,2003,2,S24_3151,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10129,Vintage Cars,41,Medium,94.71,3883.11,88,3608,275.11,4,Shipped,June,12,2003,2,S24_3151,"Stylish Desk Decors, Co.",Ann Brown,(171) 555-0297,35 King George,London,UK
10142,Vintage Cars,49,Medium,98.25,4814.25,88,4312,502.25,1,Shipped,August,8,2003,3,S24_3151,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
